Code Domaine,Domaine,Code zone (ISO3),Zone,Code Élément,Élément,Code Produit (FBS),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FBS","Bilans Alimentaires (2010-)","FRA","France","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","93.48","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GAB","Gabon","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2552","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GAB","Gabon","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","143.08","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GMB","Gambie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2452","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GMB","Gambie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","76.98","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GEO","Géorgie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3106","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GEO","Géorgie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","72.54","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GHA","Ghana","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3102","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GHA","Ghana","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","35.96","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GRC","Grèce","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3398","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GRC","Grèce","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","98.55","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GRD","Grenade","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2613","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GRD","Grenade","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","185.89","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GTM","Guatemala","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2791","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GTM","Guatemala","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","111.52","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GIN","Guinée","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2913","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GIN","Guinée","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","17.38","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GNB","Guinée-Bissau","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2291","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GNB","Guinée-Bissau","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","11.11","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GUY","Guyana","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3253","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GUY","Guyana","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","249.03","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","HTI","Haïti","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","1978","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","HTI","Haïti","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","37.36","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","HND","Honduras","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2654","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","HND","Honduras","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","98.26","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","HUN","Hongrie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3430","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","HUN","Hongrie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","94.18","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MHL","Îles Marshall","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3270","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MHL","Îles Marshall","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","280.32","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SLB","Îles Salomon","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2306","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SLB","Îles Salomon","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","37.84","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","IND","Inde","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2589","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","IND","Inde","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","13.21","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","IDN","Indonésie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2830","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","IDN","Indonésie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","56.01","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","IRN","Iran (République islamique d')","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2879","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","IRN","Iran (République islamique d')","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","92.86","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","IRQ","Iraq","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2685","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","IRQ","Iraq","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","62.19","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","IRL","Irlande","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3911","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","IRL","Irlande","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","168.5","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","ISL","Islande","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3677","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","ISL","Islande","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","116.64","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","ISR","Israël","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3923","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","ISR","Israël","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","263.98","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","ITA","Italie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3703","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","ITA","Italie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","74.87","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","JAM","Jamaïque","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2928","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","JAM","Jamaïque","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","210.35","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","JPN","Japon","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2693","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","JPN","Japon","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","108.68","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","JOR","Jordanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2557","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","JOR","Jordanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","100.35","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","KAZ","Kazakhstan","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3440","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","KAZ","Kazakhstan","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","83","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","KEN","Kenya","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2100","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","KEN","Kenya","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","7.82","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","KGZ","Kirghizistan","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2761","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","KGZ","Kirghizistan","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","28.74","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","KIR","Kiribati","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3096","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","KIR","Kiribati","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","90.96","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","KWT","Koweït","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3508","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","KWT","Koweït","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","199.06","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LSO","Lesotho","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","1806","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LSO","Lesotho","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","3.87","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LVA","Lettonie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3313","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LVA","Lettonie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","111.89","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LBN","Liban","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2926","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LBN","Liban","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","89.43","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LBR","Libéria","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2103","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LBR","Libéria","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","48.83","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LBY","Libye","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3195","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LBY","Libye","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","130.7","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LTU","Lituanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3407","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LTU","Lituanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","100.02","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LUX","Luxembourg","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3483","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LUX","Luxembourg","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","78.27","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MKD","Macédoine du Nord","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3148","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MKD","Macédoine du Nord","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","69.09","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MDG","Madagascar","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","1979","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MDG","Madagascar","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","13.3","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MYS","Malaisie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3003","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MYS","Malaisie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","202.57","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MWI","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2643","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MWI","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","27.23","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MDV","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2653","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MDV","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","83.45","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MLI","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2792","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MLI","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","9.68","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MLT","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3298","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MLT","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","96.56","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MAR","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3328","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MAR","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","64.11","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MUS","Maurice","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3111","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MUS","Maurice","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","172.45","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MRT","Mauritanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3000","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MRT","Mauritanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","29.4","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MEX","Mexique","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3326","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MEX","Mexique","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","145.98","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","FSM","Micronésie (États fédérés de)","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2755","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","FSM","Micronésie (États fédérés de)","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","141.62","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MNG","Mongolie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3088","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MNG","Mongolie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","27.07","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MNE","Monténégro","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3574","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MNE","Monténégro","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","73.57","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MOZ","Mozambique","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2155","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MOZ","Mozambique","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","22.38","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MMR","Myanmar","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2807","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MMR","Myanmar","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","47.3","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NAM","Namibie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2586","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NAM","Namibie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","36.49","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NRU","Nauru","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2993","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NRU","Nauru","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","177.22","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NPL","Népal","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2931","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NPL","Népal","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","25.41","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NIC","Nicaragua","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2694","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NIC","Nicaragua","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","89.6","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NER","Niger","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2631","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NER","Niger","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","3.23","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NGA","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2503","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NGA","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","6.14","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NOR","Norvège","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3505","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NOR","Norvège","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","80.95","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NCL","Nouvelle-Calédonie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2956","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NCL","Nouvelle-Calédonie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","141.6","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NZL","Nouvelle-Zélande","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3147","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","NZL","Nouvelle-Zélande","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","97.99","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","OMN","Oman","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3064","E","Valeur estimée",""
