"","","","2022 [2022]","2022 [2022]","2022 [2022]","2022 [2022]"
"Philippines [PHL]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2849","Valeur estimée",""
"Philippines [PHL]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","59.64","Valeur estimée",""
"Pologne [POL]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3616","Valeur estimée",""
"Pologne [POL]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","110.32","Valeur estimée",""
"Polynésie française [PYF]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2880","Valeur estimée",""
"Polynésie française [PYF]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","181.18","Valeur estimée",""
"Portugal [PRT]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3510","Valeur estimée",""
"Portugal [PRT]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","123.48","Valeur estimée",""
"Pérou [PER]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2805","Valeur estimée",""
"Pérou [PER]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","200.72","Valeur estimée",""
"Qatar [QAT]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3540","Valeur estimée",""
"Qatar [QAT]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","226.29","Valeur estimée",""
"Roumanie [ROU]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3623","Valeur estimée",""
"Roumanie [ROU]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","85.01","Valeur estimée",""
"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord [GBR]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3355","Valeur estimée",""
"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord [GBR]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","138.22","Valeur estimée",""
"Rwanda [RWA]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2315","Valeur estimée",""
"Rwanda [RWA]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","2.82","Valeur estimée",""
"République arabe syrienne [SYR]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2387","Valeur estimée",""
"République arabe syrienne [SYR]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","20.05","Valeur estimée",""
"République centrafricaine [CAF]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2210","Valeur estimée",""
"République centrafricaine [CAF]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","8.77","Valeur estimée",""
"République de Corée [KOR]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3442","Valeur estimée",""
"République de Corée [KOR]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","84.24","Valeur estimée",""
"République de Moldova [MDA]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2889","Valeur estimée",""
"République de Moldova [MDA]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","94.7","Valeur estimée",""
"République dominicaine [DOM]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3228","Valeur estimée",""
"République dominicaine [DOM]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","139.31","Valeur estimée",""
"République démocratique du Congo [COD]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2150","Valeur estimée",""
"République démocratique du Congo [COD]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","3.78","Valeur estimée",""
"République démocratique populaire lao [LAO]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3169","Valeur estimée",""
"République démocratique populaire lao [LAO]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","24.76","Valeur estimée",""
"République populaire démocratique de Corée [PRK]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","","","",""
"République populaire démocratique de Corée [PRK]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","","","",""
"République-Unie de Tanzanie [TZA]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2358","Valeur estimée",""
"République-Unie de Tanzanie [TZA]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","5.91","Valeur estimée",""
"Saint-Kitts-et-Nevis [KNA]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2867","Valeur estimée",""
"Saint-Kitts-et-Nevis [KNA]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","231.09","Valeur estimée",""
"Saint-Vincent-et-les Grenadines [VCT]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2963","Valeur estimée",""
"Saint-Vincent-et-les Grenadines [VCT]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","351.71","Valeur estimée",""
"Sainte-Lucie [LCA]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2721","Valeur estimée",""
"Sainte-Lucie [LCA]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","244.78","Valeur estimée",""
"Samoa [WSM]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3063","Valeur estimée",""
"Samoa [WSM]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","279.07","Valeur estimée",""
"Sao Tomé-et-Principe [STP]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2377","Valeur estimée",""
"Sao Tomé-et-Principe [STP]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","55.59","Valeur estimée",""
"Serbie [SRB]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3612","Valeur estimée",""
"Serbie [SRB]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","45.5","Valeur estimée",""
"Seychelles [SYC]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3222","Valeur estimée",""
"Seychelles [SYC]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","158.79","Valeur estimée",""
"Sierra Leone [SLE]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2317","Valeur estimée",""
"Sierra Leone [SLE]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","21.25","Valeur estimée",""
"Slovaquie [SVK]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2983","Valeur estimée",""
"Slovaquie [SVK]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","46.52","Valeur estimée",""
"Slovénie [SVN]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3094","Valeur estimée",""
"Slovénie [SVN]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","96.12","Valeur estimée",""
"Somalie [SOM]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","1833","Valeur estimée",""
"Somalie [SOM]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","3.08","Valeur estimée",""
"Soudan [SDN]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2648","Valeur estimée",""
"Soudan [SDN]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","6.38","Valeur estimée",""
"Soudan du Sud [SSD]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2415","Valeur estimée",""
"Soudan du Sud [SSD]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","18.01","Valeur estimée",""
"Sri Lanka [LKA]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2802","Valeur estimée",""
"Sri Lanka [LKA]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","39.39","Valeur estimée",""
"Suisse [CHE]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3453","Valeur estimée",""
"Suisse [CHE]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","68.06","Valeur estimée",""
"Suriname [SUR]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2652","Valeur estimée",""
"Suriname [SUR]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","173.37","Valeur estimée",""
"Suède [SWE]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3328","Valeur estimée",""
"Suède [SWE]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","63.8","Valeur estimée",""
"Sénégal [SEN]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2826","Valeur estimée",""
"Sénégal [SEN]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","31.38","Valeur estimée",""
"Tadjikistan [TJK]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2768","Valeur estimée",""
"Tadjikistan [TJK]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","10.55","Valeur estimée",""
"Tchad [TCD]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2184","Valeur estimée",""
"Tchad [TCD]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","1.8","Valeur estimée",""
"Tchéquie [CZE]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3426","Valeur estimée",""
"Tchéquie [CZE]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","91.77","Valeur estimée",""
"Thaïlande [THA]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2878","Valeur estimée",""
"Thaïlande [THA]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","43.44","Valeur estimée",""
"Timor-Leste [TLS]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2269","Valeur estimée",""
"Timor-Leste [TLS]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","20.63","Valeur estimée",""
"Togo [TGO]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2596","Valeur estimée",""
"Togo [TGO]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","20.63","Valeur estimée",""
"Tonga [TON]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2966","Valeur estimée",""
"Tonga [TON]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","342.25","Valeur estimée",""
"Trinité-et-Tobago [TTO]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2916","Valeur estimée",""
"Trinité-et-Tobago [TTO]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","178.69","Valeur estimée",""
"Tunisie [TUN]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3472","Valeur estimée",""
"Tunisie [TUN]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","69.18","Valeur estimée",""
"Turkménistan [TKM]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2835","Valeur estimée",""
"Turkménistan [TKM]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","42.24","Valeur estimée",""
"Tuvalu [TUV]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2972","Valeur estimée",""
"Tuvalu [TUV]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","160.48","Valeur estimée",""
"Türkiye [TUR]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3861","Valeur estimée",""
"Türkiye [TUR]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","80.86","Valeur estimée",""
"Ukraine [UKR]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2851","Valeur estimée",""
"Ukraine [UKR]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","87.03","Valeur estimée",""
"Uruguay [URY]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3307","Valeur estimée",""
"Uruguay [URY]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","90.58","Valeur estimée",""
"Vanuatu [VUT]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2786","Valeur estimée",""
"Vanuatu [VUT]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","61.51","Valeur estimée",""
"Venezuela (République bolivarienne du) [VEN]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2318","Valeur estimée",""
"Venezuela (République bolivarienne du) [VEN]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","60.51","Valeur estimée",""
"Viet Nam [VNM]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3072","Valeur estimée",""
"Viet Nam [VNM]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","58.54","Valeur estimée",""
"Yémen [YEM]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2083","Valeur estimée",""
"Yémen [YEM]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","34.21","Valeur estimée",""
"Zambie [ZMB]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2158","Valeur estimée",""
"Zambie [ZMB]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","18.58","Valeur estimée",""
"Zimbabwe [ZWE]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2041","Valeur estimée",""
"Zimbabwe [ZWE]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","27.11","Valeur estimée",""
"Égypte [EGY]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3116","Valeur estimée",""
"Égypte [EGY]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","90.78","Valeur estimée",""
"Émirats arabes unis [ARE]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3321","Valeur estimée",""
"Émirats arabes unis [ARE]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","208.4","Valeur estimée",""
"Équateur [ECU]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2549","Valeur estimée",""
"Équateur [ECU]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","108.6","Valeur estimée",""
"États-Unis d'Amérique [USA]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3912","Valeur estimée",""
"États-Unis d'Amérique [USA]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","198.23","Valeur estimée",""
"Éthiopie [ETH]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2481","Valeur estimée",""
"Éthiopie [ETH]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","1.49","Valeur estimée",""
"Îles Marshall [MHL]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","3270","Valeur estimée",""
"Îles Marshall [MHL]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","280.32","Valeur estimée",""
"Îles Salomon [SLB]","Disponibilité alimentaire (Kcal/personne/jour)","Total General [S2901]","kcal/personne/jour","2306","Valeur estimée",""
"Îles Salomon [SLB]","Disponibilité alimentaire (Kcal/personne/jour)","Viande de Volailles [S2734]","kcal/personne/jour","37.84","Valeur estimée",""
"","","","","","",""
"","","","","","",""
